timestamp,roll,pitch,yaw,pressure,oxygen,depth,2_roll,2_pitch,2_yaw,2_pressure,2_oxygen,2_depth
1617120249.433618,52,52,52,52,52,52,168,168,168,168,168,168
1617120249.5054545,51,51,51,51,51,51,168,168,168,168,168,168
1617120249.5632715,50,50,50,50,50,50,169,169,169,169,169,169
1617120249.625702,50,50,50,50,50,50,169,169,169,169,169,169
1617120249.6910813,49,49,49,49,49,49,169,169,169,169,169,169
1617120249.754911,49,49,49,49,49,49,170,170,170,170,170,170
1617120249.834697,48,48,48,48,48,48,170,170,170,170,170,170
1617120249.9125178,47,47,47,47,47,47,170,170,170,170,170,170
1617120249.992687,46,46,46,46,46,46,171,171,171,171,171,171
1617120250.0559418,46,46,46,46,46,46,171,171,171,171,171,171
1617120250.1197653,45,45,45,45,45,45,171,171,171,171,171,171
1617120250.170629,44,44,44,44,44,44,172,172,172,172,172,172
1617120250.2653475,43,43,43,43,43,43,172,172,172,172,172,172
1617120250.3282304,43,43,43,43,43,43,172,172,172,172,172,172
1617120250.3942244,42,42,42,42,42,42,173,173,173,173,173,173
1617120250.4570277,42,42,42,42,42,42,173,173,173,173,173,173
1617120250.5368426,41,41,41,41,41,41,173,173,173,173,173,173
1617120250.6022027,40,40,40,40,40,40,174,174,174,174,174,174
1617120250.6650622,39,39,39,39,39,39,174,174,174,174,174,174
1617120250.7308576,39,39,39,39,39,39,174,174,174,174,174,174
1617120250.7937262,38,38,38,38,38,38,175,175,175,175,175,175
1617120250.8580015,38,38,38,38,38,38,175,175,175,175,175,175
1617120250.9457364,37,37,37,37,37,37,175,175,175,175,175,175
1617120251.0005898,36,36,36,36,36,36,176,176,176,176,176,176
1617120251.0673354,36,36,36,36,36,36,176,176,176,176,176,176
1617120251.1311665,35,35,35,35,35,35,176,176,176,176,176,176
1617120251.1939986,34,34,34,34,34,34,177,177,177,177,177,177
1617120251.270794,34,34,34,34,34,34,177,177,177,177,177,177
1617120251.3376157,33,33,33,33,33,33,177,177,177,177,177,177
1617120251.401445,33,33,33,33,33,33,178,178,178,178,178,178
1617120251.4701903,32,32,32,32,32,32,178,178,178,178,178,178
1617120251.5619454,31,31,31,31,31,31,178,178,178,178,178,178
1617120251.64176,30,30,30,30,30,30,179,179,179,179,179,179
1617120251.7045934,30,30,30,30,30,30,179,179,179,179,179,179
1617120251.7722096,29,29,29,29,29,29,180,180,180,180,180,180
1617120251.8340461,29,29,29,29,29,29,180,180,180,180,180,180
1617120251.9128675,28,28,28,28,28,28,180,180,180,180,180,180
1617120251.975693,27,27,27,27,27,27,181,181,181,181,181,181
1617120252.0414913,27,27,27,27,27,27,181,181,181,181,181,181
1617120252.1033545,26,26,26,26,26,26,181,181,181,181,181,181
1617120252.1700351,25,25,25,25,25,25,182,182,182,182,182,182
1617120252.2668982,24,24,24,24,24,24,182,182,182,182,182,182
1617120252.3446925,24,24,24,24,24,24,182,182,182,182,182,182
1617120252.408551,23,23,23,23,23,23,183,183,183,183,183,183
1617120252.4743457,22,22,22,22,22,22,183,183,183,183,183,183
1617120252.5371778,22,22,22,22,22,22,183,183,183,183,183,183
1617120252.6039991,21,21,21,21,21,21,184,184,184,184,184,184
1617120252.6657035,21,21,21,21,21,21,184,184,184,184,184,184
1617120252.7454607,20,20,20,20,20,20,184,184,184,184,184,184
1617120252.810288,19,19,19,19,19,19,185,185,185,185,185,185
1617120252.8674438,19,19,19,19,19,19,185,185,185,185,185,185
1617120252.946233,18,18,18,18,18,18,185,185,185,185,185,185
1617120253.003457,17,17,17,17,17,17,186,186,186,186,186,186
1617120253.0693107,17,17,17,17,17,17,186,186,186,186,186,186
1617120253.1452422,16,16,16,16,16,16,186,186,186,186,186,186
1617120253.2090716,16,16,16,16,16,16,187,187,187,187,187,187
1617120253.2728705,15,15,15,15,15,15,187,187,187,187,187,187
1617120253.336731,15,15,15,15,15,15,187,187,187,187,187,187
1617120253.4031756,14,14,14,14,14,14,188,188,188,188,188,188
1617120253.4775524,13,13,13,13,13,13,188,188,188,188,188,188
1617120253.546325,13,13,13,13,13,13,188,188,188,188,188,188
1617120253.6091058,12,12,12,12,12,12,189,189,189,189,189,189
1617120253.6739335,12,12,12,12,12,12,189,189,189,189,189,189
1617120253.7375305,11,11,11,11,11,11,189,189,189,189,189,189
1617120253.8187218,10,10,10,10,10,10,190,190,190,190,190,190
1617120253.8825545,10,10,10,10,10,10,190,190,190,190,190,190
1617120253.9463828,9,9,9,9,9,9,190,190,190,190,190,190
1617120254.0102122,9,9,9,9,9,9,190,190,190,190,190,190
1617120254.0740414,8,8,8,8,8,8,191,191,191,191,191,191
1617120254.1378703,8,8,8,8,8,8,191,191,191,191,191,191
1617120254.2186806,7,7,7,7,7,7,191,191,191,191,191,191
1617120254.2815456,6,6,6,6,6,6,192,192,192,192,192,192
1617120254.345344,6,6,6,6,6,6,192,192,192,192,192,192
1617120254.4102414,5,5,5,5,5,5,192,192,192,192,192,192
1617120254.4732192,4,4,4,4,4,4,193,193,193,193,193,193
1617120254.5555565,4,4,4,4,4,4,193,193,193,193,193,193
1617120254.6174223,3,3,3,3,3,3,193,193,193,193,193,193
1617120254.6812434,2,2,2,2,2,2,194,194,194,194,194,194
1617120254.7460468,2,2,2,2,2,2,194,194,194,194,194,194
1617120254.8089104,1,1,1,1,1,1,194,194,194,194,194,194
1617120254.8737335,0,0,0,0,0,0,195,195,195,195,195,195
1617120254.9534924,0,0,0,0,0,0,195,195,195,195,195,195
1617120255.0193162,1,1,1,1,1,1,195,195,195,195,195,195
1617120255.0817997,2,2,2,2,2,2,196,196,196,196,196,196
1617120255.145663,2,2,2,2,2,2,196,196,196,196,196,196
1617120255.208491,3,3,3,3,3,3,196,196,196,196,196,196
1617120255.2892468,4,4,4,4,4,4,197,197,197,197,197,197
1617120255.3540735,4,4,4,4,4,4,197,197,197,197,197,197
1617120255.4169433,5,5,5,5,5,5,197,197,197,197,197,197
1617120255.4818912,6,6,6,6,6,6,198,198,198,198,198,198
1617120255.5457509,6,6,6,6,6,6,198,198,198,198,198,198
1617120255.609087,7,7,7,7,7,7,198,198,198,198,198,198
1617120255.689423,7,7,7,7,7,7,199,199,199,199,199,199
1617120255.7542489,8,8,8,8,8,8,199,199,199,199,199,199
1617120255.8163,9,9,9,9,9,9,199,199,199,199,199,199
1617120255.881138,9,9,9,9,9,9,200,200,200,200,200,200
1617120255.9479604,10,10,10,10,10,10,200,200,200,200,200,200
1617120256.024707,10,10,10,10,10,10,200,200,200,200,200,200
1617120256.0940275,11,11,11,11,11,11,201,201,201,201,201,201
1617120256.1553764,12,12,12,12,12,12,201,201,201,201,201,201
1617120256.2501361,13,13,13,13,13,13,201,201,201,201,201,201
1617120256.3136394,13,13,13,13,13,13,200,200,200,200,200,200
1617120256.3933754,14,14,14,14,14,14,200,200,200,200,200,200
1617120256.4572346,14,14,14,14,14,14,200,200,200,200,200,200
1617120256.5210624,15,15,15,15,15,15,199,199,199,199,199,199
1617120256.5868585,16,16,16,16,16,16,199,199,199,199,199,199
1617120256.6497216,16,16,16,16,16,16,199,199,199,199,199,199
1617120256.7134988,17,17,17,17,17,17,198,198,198,198,198,198
1617120256.7873006,18,18,18,18,18,18,198,198,198,198,198,198
1617120256.843228,18,18,18,18,18,18,198,198,198,198,198,198
1617120256.9050834,19,19,19,19,19,19,197,197,197,197,197,197
1617120256.9858491,19,19,19,19,19,19,197,197,197,197,197,197
1617120257.0698555,20,20,20,20,20,20,197,197,197,197,197,197
1617120257.1316934,21,21,21,21,21,21,196,196,196,196,196,196
1617120257.1925213,21,21,21,21,21,21,196,196,196,196,196,196
1617120257.2589107,22,22,22,22,22,22,196,196,196,196,196,196
1617120257.3206522,22,22,22,22,22,22,195,195,195,195,195,195
1617120257.384864,23,23,23,23,23,23,195,195,195,195,195,195
1617120257.4512446,24,24,24,24,24,24,195,195,195,195,195,195
1617120257.5285475,24,24,24,24,24,24,194,194,194,194,194,194
1617120257.5972872,25,25,25,25,25,25,194,194,194,194,194,194
1617120257.6566827,25,25,25,25,25,25,194,194,194,194,194,194
1617120257.7225165,26,26,26,26,26,26,193,193,193,193,193,193
1617120257.7883682,27,27,27,27,27,27,193,193,193,193,193,193
1617120257.8651323,27,27,27,27,27,27,193,193,193,193,193,193
1617120257.9279647,28,28,28,28,28,28,192,192,192,192,192,192
1617120257.9928215,28,28,28,28,28,28,192,192,192,192,192,192
1617120258.057065,29,29,29,29,29,29,192,192,192,192,192,192
1617120258.122889,29,29,29,29,29,29,191,191,191,191,191,191
1617120258.225615,30,30,30,30,30,30,191,191,191,191,191,191
1617120258.30344,31,31,31,31,31,31,191,191,191,191,191,191
1617120258.3612516,32,32,32,32,32,32,190,190,190,190,190,190
1617120258.424974,32,32,32,32,32,32,190,190,190,190,190,190
1617120258.4907994,33,33,33,33,33,33,190,190,190,190,190,190
1617120258.5556521,33,33,33,33,33,33,189,189,189,189,189,189
1617120258.631957,34,34,34,34,34,34,189,189,189,189,189,189
1617120258.7107475,35,35,35,35,35,35,189,189,189,189,189,189
1617120258.793232,35,35,35,35,35,35,188,188,188,188,188,188
1617120258.8557537,36,36,36,36,36,36,188,188,188,188,188,188
1617120258.913831,37,37,37,37,37,37,188,188,188,188,188,188
1617120258.9723566,37,37,37,37,37,37,188,188,188,188,188,188
1617120259.0357559,38,38,38,38,38,38,187,187,187,187,187,187
1617120259.116575,39,39,39,39,39,39,187,187,187,187,187,187
1617120259.1933622,39,39,39,39,39,39,186,186,186,186,186,186
1617120259.25816,40,40,40,40,40,40,186,186,186,186,186,186
1617120259.3339868,41,41,41,41,41,41,186,186,186,186,186,186
1617120259.4027743,41,41,41,41,41,41,185,185,185,185,185,185
1617120259.4671445,42,42,42,42,42,42,185,185,185,185,185,185
1617120259.5609198,43,43,43,43,43,43,185,185,185,185,185,185
1617120259.6257477,43,43,43,43,43,43,184,184,184,184,184,184
1617120259.7065022,44,44,44,44,44,44,184,184,184,184,184,184
1617120259.7700298,45,45,45,45,45,45,184,184,184,184,184,184
1617120259.8349788,45,45,45,45,45,45,183,183,183,183,183,183
1617120259.9157393,46,46,46,46,46,46,183,183,183,183,183,183
1617120259.9943316,47,47,47,47,47,47,182,182,182,182,182,182
1617120260.0712094,48,48,48,48,48,48,182,182,182,182,182,182
1617120260.1340435,48,48,48,48,48,48,182,182,182,182,182,182
1617120260.2011876,49,49,49,49,49,49,181,181,181,181,181,181
1617120260.2660153,50,50,50,50,50,50,181,181,181,181,181,181
1617120260.329845,50,50,50,50,50,50,181,181,181,181,181,181
1617120260.4087365,51,51,51,51,51,51,180,180,180,180,180,180
1617120260.4745607,52,52,52,52,52,52,180,180,180,180,180,180
1617120260.5383902,52,52,52,52,52,52,180,180,180,180,180,180
1617120260.6012216,53,53,53,53,53,53,179,179,179,179,179,179
1617120260.6661024,53,53,53,53,53,53,179,179,179,179,179,179
1617120260.7306159,54,54,54,54,54,54,179,179,179,179,179,179
1617120260.811166,55,55,55,55,55,55,178,178,178,178,178,178
1617120260.9059124,56,56,56,56,56,56,178,178,178,178,178,178
1617120260.9707384,56,56,56,56,56,56,178,178,178,178,178,178
1617120261.0340636,57,57,57,57,57,57,177,177,177,177,177,177
1617120261.1158748,58,58,58,58,58,58,177,177,177,177,177,177
1617120261.1786783,58,58,58,58,58,58,177,177,177,177,177,177
1617120261.243505,59,59,59,59,59,59,176,176,176,176,176,176
1617120261.3054972,60,60,60,60,60,60,176,176,176,176,176,176
1617120261.369326,60,60,60,60,60,60,176,176,176,176,176,176
1617120261.4351501,61,61,61,61,61,61,175,175,175,175,175,175
1617120261.507023,61,61,61,61,61,61,175,175,175,175,175,175
1617120261.5772765,62,62,62,62,62,62,175,175,175,175,175,175
1617120261.6421046,63,63,63,63,63,63,174,174,174,174,174,174
1617120261.7054217,63,63,63,63,63,63,174,174,174,174,174,174
1617120261.7712755,64,64,64,64,64,64,174,174,174,174,174,174
1617120261.8342354,64,64,64,64,64,64,174,174,174,174,174,174
1617120261.9118717,65,65,65,65,65,65,173,173,173,173,173,173
1617120261.9776967,66,66,66,66,66,66,173,173,173,173,173,173
1617120262.041526,66,66,66,66,66,66,172,172,172,172,172,172
1617120262.1073942,67,67,67,67,67,67,172,172,172,172,172,172
1617120262.1682613,67,67,67,67,67,67,172,172,172,172,172,172
1617120262.2410386,68,68,68,68,68,68,171,171,171,171,171,171
1617120262.3133225,69,69,69,69,69,69,171,171,171,171,171,171
1617120262.378151,69,69,69,69,69,69,171,171,171,171,171,171
1617120262.4400136,70,70,70,70,70,70,170,170,170,170,170,170
1617120262.505852,71,71,71,71,71,71,170,170,170,170,170,170
1617120262.5686686,71,71,71,71,71,71,170,170,170,170,170,170
1617120262.6265147,72,72,72,72,72,72,170,170,170,170,170,170
1617120262.7114258,73,73,73,73,73,73,169,169,169,169,169,169
1617120262.7881844,73,73,73,73,73,73,169,169,169,169,169,169
1617120262.8450322,74,74,74,74,74,74,168,168,168,168,168,168
1617120262.911407,74,74,74,74,74,74,168,168,168,168,168,168
1617120262.9861982,75,75,75,75,75,75,168,168,168,168,168,168
1617120263.0520225,76,76,76,76,76,76,167,167,167,167,167,167
1617120263.113857,77,77,77,77,77,77,167,167,167,167,167,167
1617120263.1766891,77,77,77,77,77,77,167,167,167,167,167,167
1617120263.2402973,78,78,78,78,78,78,166,166,166,166,166,166
1617120263.3051236,78,78,78,78,78,78,166,166,166,166,166,166
1617120263.3799238,79,79,79,79,79,79,166,166,166,166,166,166
1617120263.448742,80,80,80,80,80,80,166,166,166,166,166,166
1617120263.5136714,81,81,81,81,81,81,165,165,165,165,165,165
1617120263.5768654,81,81,81,81,81,81,165,165,165,165,165,165
1617120263.6407967,82,82,82,82,82,82,165,165,165,165,165,165
1617120263.724601,83,83,83,83,83,83,164,164,164,164,164,164
1617120263.7844439,83,83,83,83,83,83,164,164,164,164,164,164
1617120263.850267,84,84,84,84,84,84,164,164,164,164,164,164
1617120263.913069,85,85,85,85,85,85,163,163,163,163,163,163
1617120263.978893,85,85,85,85,85,85,163,163,163,163,163,163
1617120264.0428495,86,86,86,86,86,86,163,163,163,163,163,163
1617120264.1167932,87,87,87,87,87,87,162,162,162,162,162,162
1617120264.178657,87,87,87,87,87,87,162,162,162,162,162,162
1617120264.2509394,88,88,88,88,88,88,162,162,162,162,162,162
1617120264.313338,88,88,88,88,88,88,162,162,162,162,162,162
1617120264.3778028,89,89,89,89,89,89,161,161,161,161,161,161
1617120264.4575894,89,89,89,89,89,89,161,161,161,161,161,161
1617120264.5214188,90,90,90,90,90,90,160,160,160,160,160,160
1617120264.5852478,91,91,91,91,91,91,160,160,160,160,160,160
1617120264.6502366,91,91,91,91,91,91,160,160,160,160,160,160
1617120264.7150652,92,92,92,92,92,92,160,160,160,160,160,160
1617120264.7788942,92,92,92,92,92,92,159,159,159,159,159,159
1617120264.8271668,93,93,93,93,93,93,159,159,159,159,159,159
1617120264.89,93,93,93,93,93,93,159,159,159,159,159,159
1617120264.9548266,94,94,94,94,94,94,158,158,158,158,158,158
1617120265.0186567,95,95,95,95,95,95,158,158,158,158,158,158
1617120265.0815163,95,95,95,95,95,95,158,158,158,158,158,158
1617120265.1483433,96,96,96,96,96,96,157,157,157,157,157,157
1617120265.2261014,97,97,97,97,97,97,157,157,157,157,157,157
1617120265.2912369,97,97,97,97,97,97,157,157,157,157,157,157
1617120265.3560643,98,98,98,98,98,98,156,156,156,156,156,156
1617120265.4169748,98,98,98,98,98,98,156,156,156,156,156,156
1617120265.4818456,99,99,99,99,99,99,156,156,156,156,156,156
1617120265.5536518,100,100,100,100,100,100,155,155,155,155,155,155
1617120265.6175268,100,100,100,100,100,100,155,155,155,155,155,155
1617120265.6892607,101,101,101,101,101,101,155,155,155,155,155,155
1617120265.7540803,102,102,102,102,102,102,154,154,154,154,154,154
1617120265.8188174,102,102,102,102,102,102,154,154,154,154,154,154
